Organization Name,Facility  Name,Tipo,Direccion,Fuente,longitud,latitud
,Comisión Estatal de Derechos Humanos de Tlaxcala,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Arquitectos No. 27, Col. Loma Bonita, C.P. 90090, Tlaxcala, Tlaxcala",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-98.2177657,19.3150169
,Comisión Estatal de Derechos Humanos de Veracruz,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Calle Carrillo Puerto No. 21, Zona Centro, C.P. 91000, Xalapa Enríquez, Veracruz ",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-96.9208452,19.5282718
,Oficina de la Comisión Nacional de los Derechos Humanos,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Av. Zaragoza 102, Col. Centro C.P. 96400, Coatzacoalcos, Veracruz.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-94.4116483,18.1478373
,Comisión de Derechos Humanos del Estado de Yucatán,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Calle 20 No. 391-A, por 31D y 31f, colonia Nueva Alemán, C.P. 97146, Mérida, Yucatán",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-89.6063771,20.9987819
,Oficina de la Comisión Nacional de los Derechos Humanos,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Calle 60, No. 283, entre 23 y 25, Col. Alcalá Martín, C.P. 97050, Mérida, Yucatán.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-89.620829,20.9925113
,Comisión de Derechos Humanos del Estado de Zacatecas,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Av. Jesús Reyes Heroles No. 204, Col. Javier Barros Sierra, C.P. 98090, Zacatecas",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-102.573335,22.7600165
,Agencia Consular de El Salvador en Arriaga,Consulados,"Av. Central s/n, entre 2a y 4a 22 Sur Poniente, C.P. 30450, Arriaga",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-93.8986279,16.2371385
,Agencia Consular de El Salvador en Comitán de Domínguez,Consulados,"3a. Calle Sur Poniente 3, Barrio de San José, Col. Centro, C.P. 30030, Comitán",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.1347491,16.2500009
,Consulado General de El Salvador en Tapachula,Consulados,"Av. Central Norte s/n, entre 37 y 39 Calle Poniente, Col. 5 de Febrero, C.P.30710, Tapachula",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.2634136,14.9055567
,Consulado Honorario de El Salvador en Guadalajara,Consulados,"Efraín González Luna 2183, Col. Americana, C. P. 44150, Guadalajara",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-103.367393,20.6728978
,Consulado de El Salvador en Monterrey,Consulados,"Calle Montes Carpatos No. 320, Residencial San Agustín, C.P. 66260, San Pedro GarzaGarcía, Monterrey",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.3076291,25.6707058
,Agencia Consular de El Salvador en Acayucan,Consulados,"Melchor Ocampo Norte 1212, entre 5 de mayo y Gutiérrez Zamora, Col. Villalta, C.P. 96000, Acayucan",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-94.9156218,17.9548865
,Consulado General de Guatemala en Tijuana,Consulados,"José María Velasco 2787 int. 303, Zona Urbana Río, C.P. 22010, Tijuana",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-117.0141678,32.524819
,Agencia Consular de Guatemala en Arriaga,Consulados,"Av. del Ferrocarril y 7a. Calle Norte 30-B, Col. Centro, C.P. 30450, Arriaga",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-93.8980301,16.235977
,Agencia Consular de Guatemala en Comitán de Domínguez,Consulados,"1ra. Calle Sur Poniente 35 int. 3, 4to. piso, Barrio de Guadalupe, C.P. 30020, Comitán",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.1376237,16.2440212
,Consulado de Guatemala en Ciudad Hidalgo,Consulados,"9a. Calle Oriente 11, Col. San José, C.P.30840, Ciudad Hidalgo",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.1525959,14.6796279
,Consulado General de Guatemala en Tapachula,Consulados,"Central Poniente, esq. 14 Av. Sur, 1er. Piso, Col. Centro, C.P. 30790, Tapachula",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.2634136,14.9055567
,Consulado General de Guatemala en Tuxtla Gutiérrez,Consulados,"Blvd. Andrés Serra Rojas 1090, Torre Chiapas , 1er. nivel , Col. El Retiro, Tuxtla Gutiérrez",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-93.0812667,16.7543185
,Consulado Honorario de Guatemala en Monterrey,Consulados,"Ignacio Zaragoza 1300, Edificio Kalos piso A2, despacho 245 y 255, Centro de Monterrey, C.P. 64000, Monterrey",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.3133067,25.6780368
,Consulado General de Guatemala en Oaxaca,Consulados,"Álamos 1215, 1er nivel, Col. Reforma, C.P. 68050, Oaxaca",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-96.7064641,17.0786263
,Consulado General de Guatemala en Tenosique,Consulados,"Calle 23 por 26, 2do. nivel, local 1, frente a Parque municipal, Col. Centro, C.P. 86900, Tenosique",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-91.425051,17.472665
,Agencia Consular de Guatemala en Acayucan,Consulados,"Calle Independencia, esq. Altamirano, Barrio el Zapotal, C.P. 96039, Acayucan",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-94.9085939,17.9503035
,Consulado General de Honduras en Tapachula,Consulados,"Central Poniente, esquina 14 Av. Sur 1er. piso, Col. Centro, C.P. 30790, Tapachula",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.2634136,14.9055567
,Consulado Honorario de Honduras en Monterrey,Consulados,"Calle Espinosa 405 Poniente, Piso 2, Col. Centro, C.P. 64000, Monterrey",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.3172591,25.6782893
,Consulado General de Honduras en San Luis Potosí,Consulados,"Av. Venustiano Carranza 1100 int. 33, Edificio Villalba piso 3, Col. Tequisquiapan, C.P. 78230, San Luis PotosÍ",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.9909452,22.1571378
,Consulado General de Honduras en Veracruz,Consulados,"Blvd. Manuel Ávila Camacho 343, Col. Ricardo Flores Magón, C.P. 91900, Veracruz",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-96.1290289,19.1959673
,Consulado Honorario de Honduras en Mérida,Consulados,"Calle 486, por 57 y 59, Col. Centro, C.P. 97000, Mérida",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-89.62987240000001,20.9681469
,Consulado de Nicaragua en Tapachula,Consulados,"25 Ote. s/n, entre 7a. y 9a. Av. Norte, Col. Centro Sur Poniente,C.P. 03700, Tapachula",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.2634136,14.9055567
,Consulado Honorario de Nicaragua en Monterrey,Consulados,"Matamoros 408A Ote, Zona Centro, C.P. 64000, Monterrey",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.3133067,25.6780368
,Subsecretaria del Trabajo,Institucion publica / Educacion y Empleo,"Av. Aguascalientes Sur No. 3214, Fracc. Prados del Sur, Aguascalientes, Aguascalientes, C.P. 20280.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-102.298284,21.858911
,Unidad Regional Calvillo,Institucion publica / Educacion y Empleo,"Blvd. Rodolfo Landeros s/n, Poliforum Municipal, Col. Zona Centro, Calvillo, Aguascalientes, C.P. 20800.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-102.6949306,21.8573803
,Unidad Regional Jesús María,Institucion publica / Educacion y Empleo,"Calle María del Carmen Briseño No.302, Col. Benigno Chávez, Jesús María, Aguascalientes, C.P. 20920",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-102.3419469,21.9568063
,Servicio Nacional de Empleo Baja California,Institucion publica / Educacion y Empleo,"Avenida de los Pioneros No. 1100, 1er. Piso, esq. Calle Calafia, Col. Centro Cívico, Mexicali, Baja California, C.P. 21000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-115.4731477,32.6379758
,Unidad Regional Ensenada,Institucion publica / Educacion y Empleo,"Calle del Puerto No. 351 y 355, Fracc. Playa Ensenada, Ensenada, Baja California, C.P. 22880.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-116.6148919,31.85786
,Unidad Regional Tijuana,Institucion publica / Educacion y Empleo,"Blvd. Díaz Ordaz No. 12649, Plaza Patria, 1er Nivel Locales 5 y 6 A, Fracc. El Paraíso, Tijuana, Baja California, C.P. 22105.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-116.9879937,32.5084027
,Servicio Nacional de Empleo Baja California Sur,Institucion publica / Educacion y Empleo,"Calle Allende No. 1486 entre calles Melitón Albañez y Ensenada, Fracc. Perla, La Paz, Baja California Sur, C.P. 23000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-110.3127531,24.1426408
,Unidad Regional Ciudad Constitución,Institucion publica / Educacion y Empleo,"Carretera Transpeninsular Km. 212.5, Edif. Centro de Gobierno (antes BANRURAL), Col. Vargas, Ciudad Constitución, Comondú, Baja California Sur, C.P. 23600.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-111.6815267,25.0504001
,Unidad Regional La Paz,Institucion publica / Educacion y Empleo,"Calle Allende No. 1486 entre calles Melitón Albañez y Ensenada, Fracc. Perla, La Paz, Baja California Sur, C.P. 23000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-110.3127531,24.1426408
,Unidad Regional Los Cabos,Institucion publica / Educacion y Empleo,"Blvd. Mauricio Castro y calle 5 de Mayo s/n, Edif. Pedrín, 1er. Piso, Local 3, Col. 8 de Octubre, San José del Cabo, Los Cabos, Baja California Sur, C.P. 23400.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-109.7035996,23.0566242
,Sistema Nacional de Empleo,Institucion publica / Educacion y Empleo,"Calle 53 No. 2, entre 8 y 10, Col. Centro, San Francisco de Campeche, Campeche, C.P. 24000",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-90.5364174,19.8431988
,Unidad Regional Campeche,Institucion publica / Educacion y Empleo,"Calle 53 No. 2, entre 8 y 10, Col. Centro, San Francisco de Campeche, Campeche, C.P. 24000",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-90.5338999,19.8429525
,Unidad Regional Ciudad del Carmen,Institucion publica / Educacion y Empleo,"Calle 26 s/n por 35, Edif. Hermanos Flores, Int 1, 1er. Piso, Col. Centro, Cd. del Carmen, Campeche, C.P. 24100.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-91.8354908,18.6398299
,Subsecretaría de Empleo y Productividad en el Trabajo,Institucion publica / Educacion y Empleo,"Calle Carlos Abedrop Dávila No. 2610, entre Periférico y Humberto Castilla, Col. Centro Metropolitano, Saltillo, Coahuila, C.P. 25022.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.9685806,25.4201964
,Unidad Regional Acuña,Institucion publica / Educacion y Empleo,"Calle Lerdo No. 355 Local 12, Col. Zona Centro, Acuña, Coahuila, C.P. 26200.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.9337241,29.32325539999999
,Unidad Regional Frontera,Institucion publica / Educacion y Empleo,"Blvd. Benito Juárez No. 717 y 719 esq. Vía Apia, Col. Roma, Frontera, Coahuila, C.P. 25660",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.4434084,26.922639
,Unidad Regional Piedras Negras,Institucion publica / Educacion y Empleo,"Av. 16 de Septiembre No. 512, Fracc. San José, Piedras Negras, Coahuila, C.P. 26014.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.5361547,28.704581
,Unidad Regional Sabinas,Institucion publica / Educacion y Empleo,"Calle Lamadrid No. 289 Oriente, Col. Zona Centro, Sabinas, Coahuila, C.P. 26700.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.1187833,27.8485137
,Unidad Regional Saltillo,Institucion publica / Educacion y Empleo,"Calle Zaragoza No. 148 Bis Sur, Col. Zona Centro, Torreón, Coahuila, C.P. 27000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.9510315,25.539262
,Servicio Nacional de Empleo Colima,Institucion publica / Educacion y Empleo,"Tercer Anillo Periférico esq. Av. Ejército Mexicano s/n, Complejo Administrativo del Gobierno del Estado, Edif. A, 2do. Piso, Col. El Diezmo, Colima, Colima, C.P. 28019.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-103.6977865,19.2557511
,Unidad Regional Colima,Institucion publica / Educacion y Empleo,"Tercer Anillo Periférico esq. Av. Ejército Mexicano s/n, Complejo Administrativo del Gobierno del Estado, Edif. A, 1er. Piso, Col. El Diezmo, Colima, Colima, C.P. 28019.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-103.6977865,19.2557511
,Unidad Regional Manzanillo,Institucion publica / Educacion y Empleo,"Av. Paseo de las Gaviotas No. 93, Local 4 Barrio 6,Col. Valle de las Garzas, Manzanillo, Colima, C.P. 28219.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-104.3211752,19.1039236
,Unidad Regional Tecomán,Institucion publica / Educacion y Empleo,"Calle Hidalgo s/n, Col. Centro, Tecomán Colima, C. P. 28100",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-103.8767024,18.9142569
,Servicio Nacional de Empleo Chiapas,Institucion publica / Educacion y Empleo,"2ª. Av. Sur y Calle Central s/n, 1er. Piso, Col. Centro, Tuxtla Gutiérrez, Chiapas, C.P. 29000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-93.1646188,16.7524329
,Unidad Regional Comitán de Domínguez,Institucion publica / Educacion y Empleo,"Calle Central Poniente Lic. Benito Juárez No. 22, Col. Centro, Comitán de Domínguez, Chiapas, C.P. 30000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.1244385,16.2541821
,Unidad Regional Tuxtla Gutiérrez,Institucion publica / Educacion y Empleo,"1ª. Av. Sur Prol. Unidad Administrativa, Edif. B, Planta Baja, Col. Las Palmas, Tapachula de Córdoba y Ordóñez, Chiapas, C.P. 30700.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.2717821,14.8932985
,Unidad Regional San Cristóbal,Institucion publica / Educacion y Empleo,"Calle Ignacio Allende No. 11, Barrio La Merced, San Cristóbal de las Casas, Chiapas, C.P. 29240.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.6399385,16.7357008
,Unidad Regional Pichucalco,Institucion publica / Educacion y Empleo,"Prol. Morelos No. 20 esq. Vicente Guerrero, 1er. Piso, Col. Centro, Pichucalco, Chiapas, C.P. 29520",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-93.1102345,17.511472
,Unidad Regional Palenque,Institucion publica / Educacion y Empleo,"Calle Reforma No. 25 entre Independencia y Abasolo, Col. Centro, Palenque, Chiapas, C.P. 29960.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-91.9823073,17.507005
,Servicio Nacional de Empleo Chihuahua,Institucion publica / Educacion y Empleo,"Calle 45 y Doblado No. 4510, Col. Popular, Chihuahua, Chihuahua, C.P. 31350.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-106.0641712,28.6513464
,Unidad Regional Chihuahua,Institucion publica / Educacion y Empleo,"Calle 45 y Doblado No. 4510, Col. Popular, Chihuahua, Chihuahua, C.P. 31350.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-106.0641712,28.6513464
,Unidad Regional Juárez,Institucion publica / Educacion y Empleo,"Av. Eje vial Juan Gabriel y Aserraderos s/n, Planta Baja, Edif. Administrativo del Gobierno del Estado, Col. San Antonio, Ciudad Juárez, Chihuahua, C.P. 32250.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-106.4600438,31.7107676
,Unidad Regional Hidalgo del Parra,Institucion publica / Educacion y Empleo,"Av. Pedro de Lille No. 17-B, Col. Centro, Hidalgo del Parral, Chihuahua, C.P. 33800.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-105.6516324,26.9264831
,"Dirección General de Empleo, Capacitación y Fomento Cooperativo",Institucion publica / Educacion y Empleo,"José María Izazaga No. 89, 4º Piso,  Col. Centro Histórico, Delegación Cuauhtémoc, C.P. 06090.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1365268,19.4253368
,Unidad Delegacional Álvaro Obregón,Institucion publica / Educacion y Empleo,"Calle 10 y Prol. Canarios, Col. Tolteca, Delegación Álvaro Obregón, C.P. 01159",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1950674,19.3893562
,Unidad Delegacional Azcapotzalco,Institucion publica / Educacion y Empleo,"Calz. Camarones No. 494 esq. Norte 87-B, Col. El Recreo, Delegación Azcapotzalco, C.P. 02760.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1799279,19.4718874
,Unidad Delegacional Benito Juárez,Institucion publica / Educacion y Empleo,"Prol. Uxmal casi esq. Av. Municipio Libre, Col. Santa Cruz Atoyac, Delegación Benito Juárez, C.P. 03310.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1590427,19.3710587
,Unidad Delegacional Coyoacán,Institucion publica / Educacion y Empleo,"Av. Sta. Ursula s/n, esq. San Ricardo y San Pablo, Col. Santa Ursula Coapa, Delegación Coyoacán, C.P. 04600.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1582697,19.3113713
,Unidad Delegacional Cuajimalpa,Institucion publica / Educacion y Empleo,"Av. Veracruz esq. Av. Juárez s/n, Col. Cuajimalpa, Delegación Cuajimalpa, C.P. 05000",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.2990977,19.3581137
,Unidad Delegacional Cuauhtémoc,Institucion publica / Educacion y Empleo,"Zarco esq. Violeta s/n, Col. Buenavista, Delegación Cuauhtémoc, C.P. 06350.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1524315,19.442366
,Unidad Delegacional Gustavo A. Madero,Institucion publica / Educacion y Empleo,"Calle 5 de Febrero y Vicente Villada, Col. La Villa, Delegación Gustavo A. Madero, C.P. 07050.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1143574,19.4825056
,Unidad Delegacional Iztacalco,Institucion publica / Educacion y Empleo,"Añil y Río Churubusco s/n, Col. Granjas México, Delegación Iztacalco, C.P. 08400.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.0966787,19.3956042
,Unidad Delegacional Iztapalapa,Institucion publica / Educacion y Empleo,"Calle Ayuntamiento y Aldama s/n, Col. Barrio San Lucas, Delegación Iztapalapa, C.P. 09000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.0932797,19.3577211
,Unidad Delegacional Miguel Hidalgo,Institucion publica / Educacion y Empleo,"Edif. Estación Metro Tacuba, 4º. Piso, Col. Pueblo de Tacuba, Delegación Miguel Hidalgo, C.P. 11410.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1875565,19.4592711
,Unidad Delegacional Magadalena Contreras,Institucion publica / Educacion y Empleo,"Av. Luis Cabrera No. 1, Casa Popular, Col. San Jerónimo Lídice, Delegación Magdalena Contreras, C.P. 10200.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.222236,19.3226232
,Unidad Delegacional Milpa Alta,Institucion publica / Educacion y Empleo,"Av. Yucatán y Jalisco s/n, Col. Villa Milpa Alta, Delegación Milpa Alta, C.P. 12000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.0217135,19.1882885
,Unidad Delegacional Tláhuac,Institucion publica / Educacion y Empleo,"Calle Nicolás Bravo y Cuitláhuac, Centro Social Barrio, Planta Alta, Col. Barrio La Asunción, Delegación Tláhuac, C.P. 10040.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.0436467,19.2990233
,Unidad Delegacional Tlalpan,Institucion publica / Educacion y Empleo,"Insurgentes Sur esq. Periférico Sur s/n (Dentro del Centro Deportivo Villa Olímpica), Col. Miguel Hidalgo, Delegación Tlalpan, C.P. 14020.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1879348,19.2991333
,Unidad Delegacional V. Carranza,Institucion publica / Educacion y Empleo,"Francisco del Paso y Troncoso No. 219, Col. Jardín Balbuena, Delegación Venustiano Carranza, C.P. 15900.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1132354,19.4192586
,Unidad Delegacional Xochimilco,Institucion publica / Educacion y Empleo,"Calle Ejido esq. Durazno, Col. San José de las Peritas, Delegación Xochimilco, C.P. 16010.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1241711,19.2696309
,Servicio Nacional de Empleo Durango,Institucion publica / Educacion y Empleo,"Alberto Terrones No. 107 Sur entre Aquiles Serdán y Negrete, Col. Centro, Durango, Durango, C.P. 34000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-104.6753455,24.0259906
,Unidad Regional Gómez Palacio,Institucion publica / Educacion y Empleo,"Juárez No. 334 Oriente entre Allende y Victoria, Col. Centro, Gómez Palacio, Durango, C.P. 35000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-103.5319658,25.5374379
,Dirección General de Empleo Guanajuato,Institucion publica / Educacion y Empleo,"Galarza No. 88, 2º. Piso, Col. Centro, Guanajuato, Guanajuato, C.P. 36000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.2570738,21.0188116
,Unidad Regional Celaya,Institucion publica / Educacion y Empleo,"Pípila esq. Ignacio Camargo s/n, 1er. Piso., Edif. de Gobierno, Col. Centro, Celaya, Guanajuato, C.P. 38000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.8166151,20.5182553
,Unidad Regional Irapuato,Institucion publica / Educacion y Empleo,"Paseo de las Fresas No. 74, Col. Jardines de Irapuato, Irapuato, Guanajuato, C.P. 36500.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.3548037,20.6858176
,Unidad Regional Guanajuato,Institucion publica / Educacion y Empleo,"Galarza No. 88, Planta Baja, Col. Centro, Guanajuato, Guanajuato, C.P. 36000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.2570738,21.0188116
,Unidad Regional León,Institucion publica / Educacion y Empleo,"Blvd. Vasco de Quiroga No. 101, Interior 103, Planta Baja (Torre Nissan), Col. Los Gavilanes, León, Guanajuato, C.P. 37260.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.6591097,21.1178023
,Unidad Regional Salamanca,Institucion publica / Educacion y Empleo,"Morelos No. 405, Col. Centro, Salamanca, Guanajuato, C.P. 36700.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.2041213,20.5718553
,Servicio Estatal del Empleo Guerrero,Institucion publica / Educacion y Empleo,"Dr. Galo Soberón y Parra esq. Av. Guerrero No. 1 Planta Baja, Col. Centro, Chilpancingo de los Bravo, Guerrero, C.P. 39000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.5013151,17.5524557
,Unidad Regional Acapulco,Institucion publica / Educacion y Empleo,"Calle Laurel No. 3, Col. El Roble, Acapulco de Juárez, Guerrero, C.P. 39640.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.87357620000002,16.8675479
,Unidad Regional Chilpancingo,Institucion publica / Educacion y Empleo,"Calle Dr. Galo Soberón y Parra No. 1, Planta Baja Col. Centro, Chilpancingo de los Bravo, Guerrero, C.P. 39000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.5023314,17.5545037
,Unidad Regional Zihuatanejo,Institucion publica / Educacion y Empleo,"Av. Morelos s/n (a un costado del Centro Social), Col. Centro, Zihuatanejo de Azueta, Guerrero, C.P. 40880.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.5509502,17.6481052
,Unidad Regional Iguala,Institucion publica / Educacion y Empleo,"Emiliano Zapata No. 16, 2º. Piso, Col. Centro, Iguala de la Independencia, Guerrero, C.P. 40000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.537882,18.3454631
,Servicio Nacional de Empleo Hidalgo,Institucion publica / Educacion y Empleo,"Blvd. Luis Donaldo Colosio No. 216 P.B., Fracc. Arboledas de San Javier, Pachuca de Soto, Hidalgo, C.P. 42084.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-98.7742607,20.1103471
,Unidad Regional Tula de Allende,Institucion publica / Educacion y Empleo,"Plaza de la Constitución No. 17, 1er Piso, Col. Centro, Tula de Allende, Hidalgo, C.P. 42800.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.3425327,20.0566423
,Servicio Nacional de Empleo Jalisco,Institucion publica / Educacion y Empleo,"Paseo Degollado No. 54, Plaza Tapatía, Col. Centro, Guadalajara, Jalisco, C.P. 44100",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-103.3414626,20.6773343
,Unidad Regional Autlán,Institucion publica / Educacion y Empleo,"Av. Hidalgo No. 247, Interior de la Casa de Cultura “Don Efraín González Luna”, Col. Centro, Autlán de Navarro, Jalisco, C.P. 48900",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-104.3612446,19.7721615
,Unidad Regional Ciudad Guzmán,Institucion publica / Educacion y Empleo,"Pascual Galindo Ceballos No. 114, Planta Baja, Col. Centro, Zapotlán el Grande, Cd. Guzmán, Jalisco, C.P. 49000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-103.4603913,19.7051735
,Unidad Regional Lagos de Moreno,Institucion publica / Educacion y Empleo,"Pedro Moreno No. 321, Planta Alta, Col. Centro, Lagos de Moreno, Jalisco, C.P. 47400.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.9376597,21.3540813
,Unidad Regional Puerto Vallarta,Institucion publica / Educacion y Empleo,"Carretera Puerto Vallarta-Tepic Km. 8.5, Plaza Marina, Locales 124, 125 y 144 al 146, Residencial Marina, Puerto Vallarta, Jalisco. C.P.48335",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-105.2509124,20.6640696
,Unidad Regional Tlaquepaque,Institucion publica / Educacion y Empleo,"Blvd. Marcelino García Barragán No. 285, Oficinas 15 y 18, Unidad Administrativa Pila Seca, Col. Centro, Tlaquepaque, Jalisco C.P. 45500",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-103.3157306,20.6414654
,Unidad Regional La Barca,Institucion publica / Educacion y Empleo,"Gonzalo Ortega No. 9, Col. Centro. La Barca, Jalisco, C.P. 47910.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-102.5484475,20.283001
,Unidad Regional Zapotlanejo,Institucion publica / Educacion y Empleo,"Antigua Carretera a Tepatitlán Km. 1.5 Col. Centro, Zapotlanejo, Jalisco, C.P. 45430.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-103.0532038,20.623736
,Dirección General de la Previsión Social del Estado de México,Institucion publica / Educacion y Empleo,"Rafael M. Hidalgo No. 301, 2do. Piso, Col. Cuauhtémoc, Toluca, Estado de México, C.P. 50130",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.6524225,19.2801529
,Unidad Regional Tlalnepantla,Institucion publica / Educacion y Empleo,"Av. San Ignacio No. 2, Col. Los Reyes Iztacala, Tlalnepantla, Estado de México, C.P. 54090.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1880665,19.5218826
