"ciudad","tipo","name","description","geometry_str","Tipo","Name","Description","timestamp","begin","end","altitudeMode","tessellate","extrude","visibility","drawOrder","icon","descripci__n","Metro_cercano","Tel__fono","Horario","Descripci__n","Horario_atenci__n","Descrici__n"
NA,NA,NA,"Descrición: Brindan asistencia legal a las personas sujetas de un <br>proceso penal en territorio mexicano<br>Teléfono: 868 811 04 40 Ext. 1363 Cel. 867 129 1603<br>Horario: 24 Horas","c(-97.8482993, 22.2684581, 0)","Justicia","Instituto Federal de 
Defensoría Pública (IFDP)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,"868 811 04 40 Ext. 1363 Cel. 867 129 1603","24 Horas",NA,NA,"Brindan asistencia legal a las personas sujetas de un 
proceso penal en territorio mexicano"
NA,NA,NA,"Descrición: <br>Teléfono: <br>Horario: ","c(-98.3540947, 26.0616214, 0)","Justicia","Fiscalia General de la Republica-Reynosa",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,"","",NA,NA,""
NA,NA,NA,"Descripción: Brindan atención psicológica<br>Teléfono: 834 110 1621<br>Horario: Lunes a viernes de 9:00 am a 6:00 pm","c(-99.1462292, 23.7431721, 0)","Mujeres","Instituto de la Mujer Tamaulipeca",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,"834 110 1621","Lunes a viernes de 9:00 am a 6:00 pm","Brindan atención psicológica",NA,NA
NA,NA,NA,"Descripción: Servicios de albergue, atención médica, psicológica,<br>jurídica y traslado a su lugar de origen a niños, niñas y<br>adolescentes migrantes y refugiados repatriados no<br>acompañados en 3 municipios (Nuevo Laredo,<br>Matamoros y Reynosa).<br>Edad 13 - 17 años<br>Teléfono: 867 712 6976 <br>https://www.facebook.com/camefn.difnuevolaredo/<br>Correo: camefdifnld@outlook.com<br>Horario: Lunes a viernes de 10:00 am - 6:00 pm","c(-99.5015561, 27.4856801, 0)","Niñez y juventud","CAMEF- Centro de Atención
Infantil ",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,"867 712 6976 
https://www.facebook.com/camefn.difnuevolaredo/
Correo: camefdifnld@outlook.com","Lunes a viernes de 10:00 am - 6:00 pm","Servicios de albergue, atención médica, psicológica,
jurídica y traslado a su lugar de origen a niños, niñas y
adolescentes migrantes y refugiados repatriados no
acompañados en 3 municipios (Nuevo Laredo,
Matamoros y Reynosa).
Edad 13 - 17 años",NA,NA
NA,NA,NA,"Descripción: Atención presencial<br>Teléfono: 834 318 5300<br>Horario: 24 horas","c(-99.1374866, 23.7483604, 0)","Salud","Hospital General Cd. Victoria ""Dr. Norberto Treviño Zapata""",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,"834 318 5300","24 horas","Atención presencial",NA,NA
NA,NA,NA,"Descripción: Atención presencial en caso de urgencias<br>Teléfono: 899 926 3102 y 899 926 3104<br>Horario: 24 horas","c(-98.2969543, 26.0553867, 0)","Salud","Hospital General Reynosa",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,"899 926 3102 y 899 926 3104","24 horas","Atención presencial en caso de urgencias",NA,NA
NA,NA,NA,"Descripción: Brindan atención médica gratuita y medicamentos a la<br>población migrante y refugiada que lo necesite.<br>Además, cuentan con el programa de restablecimiento<br>familiar que consiste en brindar servicios telefónicos<br>gratuitos para que las personas migrantes y refugiadas<br>se pongan en contacto con sus familiares que se<br>encuentran en otro país o en otras ciudades de México.<br>Teléfono: 899 922 6250<br>Horario: Lunes y viernes 4:00 a 6:00pm","c(-98.2882951, 26.0973078, 0)","Salud","Cruz Roja Reynosa (Casa del
Migrante Nuestra Señora de
Guadalupe)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,"899 922 6250","Lunes y viernes 4:00 a 6:00pm","Brindan atención médica gratuita y medicamentos a la
población migrante y refugiada que lo necesite.
Además, cuentan con el programa de restablecimiento
familiar que consiste en brindar servicios telefónicos
gratuitos para que las personas migrantes y refugiadas
se pongan en contacto con sus familiares que se
encuentran en otro país o en otras ciudades de México.",NA,NA
NA,NA,NA,"Descripción: Brindan atención médica gratuita y medicamentos a la<br>población migrante y refugiada que lo necesite.<br>Además, cuentan con el programa de restablecimiento<br>familiar que consiste en brindar servicios telefónicos<br>gratuitos para que las personas migrantes y refugiadas<br>se pongan en contacto con sus familiares que se<br>encuentran en otro país o en otras ciudades de México<br>Teléfono: 899 922 6250 <br>Horario: Martes y jueves de 4:00pm a 6:00pm","c(-98.2845747, 26.0999829, 0)","Salud","Cruz Roja Reynosa
(Albergue Senda de Vida)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,"899 922 6250 ","Martes y jueves de 4:00pm a 6:00pm","Brindan atención médica gratuita y medicamentos a la
población migrante y refugiada que lo necesite.
Además, cuentan con el programa de restablecimiento
familiar que consiste en brindar servicios telefónicos
gratuitos para que las personas migrantes y refugiadas
se pongan en contacto con sus familiares que se
encuentran en otro país o en otras ciudades de México",NA,NA
NA,NA,NA,"Descripción: Brindan atención médica gratuita y medicamentos a la<br>población migrante y refugiada que lo necesite.<br>Además, cuentan con el programa de restablecimiento<br>familiar que consiste en brindar servicios telefónicos<br>gratuitos para que las personas migrantes y refugiadas<br>se pongan en contacto con sus familiares que se<br>encuentran en otro país o en otras ciudades de México<br>Teléfono: 899 922 6250<br>Horario: Miércoles 4:00pm a 6:00pm ","c(-98.2727084, 26.0926183, 0)","Salud","Cruz Roja Reynosa
(Plaza de las Américas)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,"899 922 6250","Miércoles 4:00pm a 6:00pm ","Brindan atención médica gratuita y medicamentos a la
población migrante y refugiada que lo necesite.
Además, cuentan con el programa de restablecimiento
familiar que consiste en brindar servicios telefónicos
gratuitos para que las personas migrantes y refugiadas
se pongan en contacto con sus familiares que se
encuentran en otro país o en otras ciudades de México",NA,NA
NA,NA,NA,"Asistencia humanitaria y de alojamiento a personas migrantes y que buscan protección en<br>México. <br><br>Camino a Raymundo Enríquez s/n.","c(-92.307416, 14.8766423, 0)","Albergue / Alimentación","Albergue Jesús El Buen Pastor",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Asistencia humanitaria y de alojamiento a personas migrantes y que buscan protección en<br>México.<br><br>Avenida Hidalgo No. 2, Col. San Antonio Cahoacán.<br><br>Tel. 962 6254 812 / 962 6206 176 <br><br>Lunes a domingo, 8:00 - 20:00 hrs.<br><br>Ruta Venustiano Carranza","c(-92.2442253, 14.8873021, 0)","Albergue / Alimentación","Albergue Belén",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Asistencia humanitaria y alojamiento para personas solicitantes de la condición de refugiado.<br>Carretera Tapachula-Puerto Madero, Km. 12+500 (a un costado de la Universidad del Sudeste UDS) <br><br>Rutas Tapachula-Puerto Madero y Tapachula-Ejido Morelos","c(-92.3321935, 14.8287644, 0)","Albergue / Alimentación","Hospitalidad y Solidaridad ",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Oficinas administrativas del sector salud.<br><br>Carretera Antiguo Aeropuerto, Col. Los Cerritos.<br><br>Tel. 962 6286 886 <br><br>Lunes a viernes, 8:00 - 20:00 hrs.<br><br>Ruta COBACH, Solidaridad 2000","c(-92.290459, 14.8865467, 0)","Atencion a violencia sexual","Distrito Sanitario VII",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atiende y apoya a quienes hayan sido víctimas de un delito federal o de una violación a sus derechos humanos.	<br><br>2da Avenida Norte No. 1, entre Central y 1ª Poniente, Col. Centro.<br><br>Tel 962 6428 691","c(-92.2641152, 14.907242, 0)","Atencion a violencia sexual","Comisión Ejecutiva de Atención a Vícticas (CEAV)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Apoyo en materia de seguridad y protección a personas que por su género han sufrido agresiones de cualquier tipo.<br><br>Central norte S/N entre 19a y 21a privada (Módulo Color morado)<br><br>Atención presencial: lunes a sábado de 08:00 a 16:00. Urgencias 24 horas.<br>911 / 962 626 2803 ","c(-92.2581316, 14.9156664, 0)","Atencion a violencia sexual","Policía Violeta (Módulo de atención inmediata)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Brinda protección, atención integral y especializada a las mujeres víctimas de violencia, sus hijas e hijos, en situación de riesgo.<br><br>Tel. 962 6283 759<br><br>Avenida Niños Heroes Mz. 15 Lt. 35, Fracc. la Antorcha Tercera Etapa.","c(-92.2921514, 14.8895209, 0)","Atencion a violencia sexual","Por la Superación de la Mujer A.C.",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención a ciudadanos salvadoreños.<br><br>Avenida Central Norte s/n entre 37ª y 39ª Poniente, Col. 5 de Febrero.<br><br>Tel. 962 1181 361<br><br>Lunes a viernes, 9:00 - 17:00 hrs.","c(-92.2539158, 14.9249838, 0)","Consulados","Consulado General de El Salvador",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención a ciudadanos ecuatorianos.<br><br>8ª Avenida Norte esquina 29ª Poniente No.9, Col. 5 de Febrero.<br><br>Tel. 962 1181 532<br><br>Lunes a viernes, 9:00 - 17:00 hrs.","c(-92.2597313, 14.9217648, 0)","Consulados","Consulado de Ecuador",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención a ciudadanos hondureños<br><br>2ª Poniente entre Central Sur y 2ª Avenida Sur.<br><br>Tel. 962 6428 150 / 962 6428 111<br><br>Lunes a viernes, 9:00 - 16:00 hrs.","c(-92.2646867, 14.9057185, 0)","Consulados","Consulado de Honduras",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención a ciudadanos guatemaltecos.<br><br>5ª Avenida Norte No.67 entre 11ª y 13ª Calle Oriente, Col. Centro.<br><br>Tel. 962 6261 252<br><br>Lunes a viernes, 9:00 - 14:00 y 15:30 -17:30 hrs.","c(-92.257432, 14.9105957, 0)","Consulados","Consulado de Guatemala",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención a ciudadanos nicaragüenses.<br><br>Calle del Zorro No. 1B, Col. Boulevard del Bosque.<br><br>Tel. 962 6286 458 / 962 1 181 427<br><br>Lunes a viernes, 9:00 - 17:00 hrs.","c(-92.2470549, 14.9019174, 0)","Consulados","Consulado de Nicaragua",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Actividades recreativas al aire libre.<br><br>Calle Santa Ofelia No.228 (cerca de la parada del Tapachulteco).<br><br>Ruta Tapachulteco y Solidaridad por cuarta/Cafetales<br><br>Basquetbol: martes y jueves de 18:00 a 20:00 hrs.","c(-92.3061664, 14.8723977, 0)","Deporte y cultura","Parque de la Col. Cafetales",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Actividades recreativas al aire libre.<br><br>Carretera Antiguo Aeropuerto, frente al Planetario<br><br>Ruta Solidaridad por cuarta, COBACH, Libertad-El Carmen","c(-92.2932921, 14.8862758, 0)","Deporte y cultura","Parque Recreativo ""Los Cerritos""",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Espacio para practicar deportes al aire libre, fútbol y correr.<br><br>3ª Avenida Sur s/n, Ejido Raymundo Enríquez.<br>Ruta Raymundo Enriquez<br><br>Futbol soccer: martes a viernes de 17:00 a 19:00 hrs.","c(-92.3153599, 14.8641225, 0)","Deporte y cultura","Cancha Raymundo Enríquez",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Actividades recreativas al aire libre.<br><br>Calle Tapachula, Col. Xochimilco (cerca de la Colonia 5 de Febrero).<br><br>Ruta Xochimilco<br><br>Basquetbol: miércoles y viernes de 17:00 a 19:00 hrs.","c(-92.257494, 14.9383987, 0)","Deporte y cultura","Parque de la Col. El Rinconcito",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Actividades recreativas al aire libre.<br><br>Calle Perla del Soconusco, Col. Santa Clara (ubicado a un costado del Oxxo).<br><br>Ruta Tapachulteco Ruta Los Palacios","c(-92.2515164, 14.8796847, 0)","Deporte y cultura","Parque de la Col. Santa Clara",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención a personas jóvenes: capacitaciones tecnológicas, psicológicas, actividades deportivas como box, karate, futbol.<br><br>9ª Norte esquina 9ª Poniente, Col. Centro (Centro de Convivencias).","c(-92.2559302, 14.9084136, 0)","Deporte y cultura","Territorio Joven",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Seguimiento a delitos cometidos poro en contra de personas migrantes.<br><br>Tel. 962 6267 633<br><br>Boulevard Díaz Ordáz No.9, Col. Lomas de Sayula.","c(-92.2489115, 14.9097245, 0)","Institución Pública","Fiscalía Especializada en Delitos Cometidos en Contra de Inmigrantes",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Defensa pública en materia penal y el acceso a la justicia mediante la orientación, asesoría y representación jurídica en materia administrativa, fiscal, civil y de causas penales.<br><br>Tel. 962 6252 318<br><br>Libramiento Sur Oriente, a 450 metros de la carretera a Cantón Murillo, Huerto Santa Isabel.","c(-92.2660692, 14.8564243, 0)","Institución Pública","Instituto Federal de la Defensoría Pública (IFDP)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Oficina encargada de recibir, analizar y decidirsobre las solicitudes de la condición de refugiado.<br><br>Tel. 962 6425 318 / 962 6425 319<br><br>8ª Avenida Sur esquina 4ª Poniente, Col. Centro.","c(-92.2682518, 14.9060677, 0)","Institución Pública","COMAR Comisión Mexicana de Ayuda a Refugiados",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"2a Avenida Sur entre 18 y 20 Poniente. Col. San Sebastián ","c(-92.2696634, 14.8980976, 0)","Institución Pública","COMAR Comisión Mexicana de Ayuda a los Refugiados",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Espacio para realizar trámites migratorios, como la Tarjeta de visitante por razones humanitarias.<br><br>Vialidad No. 435, Col. Las Vegas.","c(-92.2808912, 14.8932915, 0)","Institución Pública","Oficina de Regularización Migratoria del Instituto Nacional de Migración ",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Facilita la vinculación entre ofertas y demandas deempleo, orienta a los buscadores de empleo.<br><br>17 calle Oriente No.11, Col. Cedros de Erika (1er piso del edificio de la Secretaría de Economía<br>y del Trabajo).<br><br>Tel. 962 6260 576","c(-92.2452075, 14.9002172, 0)","Institución Pública","Servicio Nacional del Empleo",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Instalación especial para personas migrantes detenidas por no contar con un estatus<br>regular en el país.<br><br>Carretera Tapachula - Nueva Alemania Km 1.5, Col. 5 de Febrero.<br><br>Lunes a domingo, 9:00 - 18:00 hrs.","c(-92.2521342, 14.9462863, 0)","Institución Pública","Estación Migratoria Siglo XXI (INM)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Institución encargada de defensa, promoción, estudio y divulgación de los derechos humanos<br>reconocidos en la Constitución Mexicana, los tratados internacionales y las leyes.<br><br>15ª Oriente No. 20, entre 3ª y 5ª Avenida Norte, Col. Centro.<br><br>Tel. 962 6201 466<br><br>Lunes a viernes, 9:00 - 14:30 y 17:00 - 19:00 hrs.<br><br>Ruta Lomas del Soconusco","c(-92.2572505, 14.9123125, 0)","Institución Pública","Comisión Nacional de los Derechos Humanos Oficina Foránea",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Protección, defensa, observancia, promoción, estudio, divulgación de los derechos<br>humanos y recepción de quejas.<br><br>2a Poniente No. 20 entre 2a y 4a Sur, Col. Centro.<br><br>Tel. 962 6261 041<br><br>Lunes a viernes, 8:30 - 16:00 hrs.<br><br>Ruta Bonanza por 3era./FOVISSTE","c(-92.2657815, 14.9063005, 0)","Institución Pública","CEDH Comision Estatal de los Derechos Humanos Chiapas",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Proporciona orientación social y asistencia jurídica a niñas, niños y adolescentes. <br><br>Tel. 962 6281 382<br><br>Carretera a Puerto Madero Km 3.5 esquina con Ayuntamiento, Col. Joaquín del Pino. ","c(-92.2825318, 14.8810032, 0)","Niñez y juventud","Procuraduría de los Derechos de Niñas, Niños y Adolescentes",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Servicios de alimentación, atención psicológica, educación, asesoría legal y restitución de sus derechos humanos a niñas niños y adolescentes migrantes de cero a diecisiete años once meses de edad.<br><br>Tel. 962 1180 949<br><br>5ª Privada Sur esquina 4ª Oriente, Col. Centro.","c(-92.2622439, 14.9024114, 0)","Niñez y juventud","Centro de Día: Centro de Atención a Niños, Niñas y Jóvenes Migrantes",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Asistencia humanitaria, orientación, programas de integración para personas que huyen de sus países y que no pueden volver porque su vida o seguridad corren peligro.<br><br>Tel. 962 6425 198 / 962 6425 199<br><br>21 Oriente No. 22, entre 9ª y 11ª Avenida Norte, Col. Lomas del Soconusco.       ","c(-92.2525063, 14.9146805, 0)","Organizaciones Internacionales y No Gubernamentales","ACNUR, La Agencia de la ONU para los Refugiados",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Promoción de los derechos de niñas, niños y adolescentes. 4ª Avenida Sur No.12 entre<br>Central y 2ª Poniente, Col. Centro.<br><br>Ruta A pie","c(-92.2654161, 14.907122, 0)","Organizaciones Internacionales y No Gubernamentales","UNICEF. Fondo de las Naciones Unidas para la Infancia.",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Orienta y fortelece los mecanismos para llevar a cabo la migración en forma ordenada, segura y regular.<br><br>Tel. 962 642 5674 / 962 6097 940<br><br>4ª avenida Sur No.12 entre Central y 2ª Poniente, Col. Centro.","c(-92.2653485, 14.907213, 0)","Organizaciones Internacionales y No Gubernamentales","OIM, Organización Internacional para las Migraciones",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Pruebas rápidas de VIH con pre y post consejería; Canalización a servicios médicos; Orientación jurídica; Educación en derechos sexuales y reproductivos; Campañas de prevención en VIH y otra infecciones de transmisión sexual - ETS.<br><br>Tel. 962 6267 896 / Cel: 962 2400 025<br><br>Central Norte No.168 altos entre 23ª y 25ª Poniente Planta Alta, Col. 5 de Febrero.","c(-92.2569754, 14.9181642, 0)","Organizaciones Internacionales y No Gubernamentales","Una Mano Amiga en la Lucha Contra el Sida (UMA)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención y orientación a personas migrantes y solicitantes de protección internacional. <br><br>Tel. 962 1112 582<br><br>Av. Central Poniente No. 14, entre 2ª y 4ª sur, Edificio Soconusco, 2a planta, Col. Centro.","c(-92.2644864, 14.9069459, 0)","Organizaciones Internacionales y No Gubernamentales","Ventanillas de atención a migrantes y refugiados de la OIM",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Promoción, difusión y defensa integral de los derechos humanos de las personas migrantes.<br><br>Tel. 962 6425 098<br><br> 4ª Avenida Sur No. 6, Col. Centro.","c(-92.2654745, 14.907095, 0)","Organizaciones Internacionales y No Gubernamentales","Centro de Derechos Humanos Fray Matías de Córdova A.C.",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Acompañamiento psicojurídico a personas migrantes y solicitantes de protección internacional. <br><br>3a Avenida Norte No. 5 entre Central Oriente y 1a Calle Oriente, Col. Centro.<br><br>Tel. 962 1963 717 / 962 6256 961","c(-92.2611506, 14.9059916, 0)","Organizaciones Internacionales y No Gubernamentales","Servicio Jesuita para Refugiados",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Información y orientación a personas que huyen de sus países y que no pueden volver porque su vida o seguridad corren peligro.<br><br>Tel. 962 6288 034<br><br>Calle Central Oriente No.34 entre 3ª y 5ª Avenida Norte, Col. Centro (entre la Chevrolet y el Oxxo)","c(-92.2607145, 14.9046668, 0)","Organizaciones Internacionales y No Gubernamentales","Centro de Registro y Asistencia Humanitaria  CERAH - ACNUR",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Defiende los derechos de la niñez, protegiéndolos de violencia infantil, desnutrición, acoso, maltrato y explotación.<br><br>Calle Sauces Mz. 42, Fraccionamiento Laureles 2.","c(-92.2519696, 14.8903316, 0)","Organizaciones Internacionales y No Gubernamentales","Save the Children",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Promoción de los derechos y procesos alternativos para mejorar la calidad de vida de<br>niñas, niños y adolescentes.<br><br>10 av. Sur No. 46, Col. Centro.<br><br>Tel. 962 2869 198 <br><br>Lunes a jueves, 9:00 - 14:00 hrs. <br><br>Sábados, 10:00 - 13:00 hrs.<br><br>Ruta a pie","c(-92.27184, 14.9013151, 0)","Organizaciones Internacionales y No Gubernamentales","Iniciativas para el Desarrollo Humano A.C. (IDEHU)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención médica básica. <br>Medicina interna, cirugía general, pediatría, gineco-obstetricia y anestesiología.<br><br>Carretera Tapachula-Puerto Madero","c(-92.3184763, 14.8426439, 0)","Salud","Hospital General de Tapachula",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención médica básica.	<br><br>1ª Calle Oriente entre 7ª y 9ª Avenida Norte, Col. Centro.	<br><br>Tel: 962 6261 949","c(-92.2581812, 14.9048102, 0)","Salud","Cruz Roja Méxicana",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención médica básica y medicina familiar.	<br><br>Tel. 962 6265 294<br><br>8ª Avenida Norte entre 19ª y 21ª Calle Poniente, Col. 5 de febrero.","c(-92.26091, 14.9171354, 0)","Salud","Centro de Salud Tapachula",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención médica básica y medicina familiar.	Avenida Juan Aldama No. 6, Col. Indeco.	<br><br>Tel: 962 6424 214","c(-92.2652482, 14.8777797, 0)","Salud","Centro de Salud Indeco Cebadilla",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención médica básica y medicina familiar.	<br><br>Camino a Raymundo Enriquez","c(-92.31298, 14.8656612, 0)","Salud","Centro de Salud Raymundo Enriquez",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención médica básica.	<br><br>Ejido de la Lima","c(-92.2984064, 14.8669784, 0)","Salud","Centro de Salud Llano de la Lima",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención médica básica y medicina familiar.<br><br>Prolongación Duraznos s/n, Col. Santa Clara.<br>Tel. 962 6426 087 <br><br>Diariamente, 8:00 - 20:00 hrs.<br>Ruta Laureles 2","c(-92.2494676, 14.8813816, 0)","Salud","Centro de Salud Santa Clara",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención médica básica y medicina familiar.	<br><br>Jazmin s/n, Esquina con Jacarandas. Col. Villa Flores.","c(-92.2720568, 14.8836727, 0)","Salud","Centro de Salud Villa Flores",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención médica en SIDA e infecciones de transmisión sexual, así como orientación general e información preventiva.	<br><br>Prolongación Boulevard Akishino, esquina Vicente Guerrero s/n, Col. La Antorcha, Etapa 4.<br><br>Tel: 962 6284 076","c(-92.2915466, 14.892609, 0)","Salud","Centros Ambulatorios de Prevención y Atención en SIDA e ITS (CAPACITS)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención médica básica y medicina familiar.<br>Obregón s/n entre avenida San Ramón y San Isidro, Col. Libertad. <br><br>Diariamente, 8:00 - 20:00 hrs.<br><br>Ruta Nuevo Milenio","c(-92.2999102, 14.8910703, 0)","Salud","Centro de Salud Nuevo Milenio",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención médica básica.<br><br>13a Calle de Gyves Córdova, camino a la Pita. <br><br>Lunes a viernes, 9:00 - 14:00 hrs.<br><br>Ruta Palmeras","c(-92.2754095, 14.8672198, 0)","Salud","Centro De Salud Palmeras",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Servicio de transporte aéreo nacional e internacional.<br><br>Tel: 962 6264 189","c(-92.3687911, 14.7904152, 0)","Transporte","Aeropuerto Internacional de Tapachula",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Servicio de transporte. <br><br>Novena Pte. 63, Col. Centro","c(-92.2666745, 14.9137887, 0)","Transporte","Autobuses Rapidos del Sur",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Servicio de transporte.<br><br>Calle 17A Oriente número 45, Col. Centro","c(-92.2577911, 14.9133638, 0)","Transporte","Terminal de Autobuses Tapachula",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Servicio de transporte","c(-92.2672425, 14.9125801, 0)","Transporte","Central Camionera De Cortos Recorridos",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
