,ciudad,latitude,longitude,etiqueta,entidad federativa / municipio,presentados 1,canalizados 1,subtotal 1,presentados 2,canalizados 2,subtotal 2,presentados 3,canalizados 3,subtotal 3,presentados 4,canalizados 4,subtotal 4,presentados 5,canalizados 5,subtotal 5,presentados 6,canalizados 6,subtotal 6,presentados 7,canalizados 7,subtotal 7,presentados 8,canalizados 8,subtotal 8,presentados 9,canalizados 9,subtotal 9,presentados 10,canalizados 10,subtotal 10,presentados 11,canalizados 11,subtotal 11,presentados 12,canalizados 2.1,subtotal 12,presentados total,canalizados total,total
196,"San Andrés Huaxpaltepec, Oaxaca",16.3411829,-97.93462519426676,municipio,"San Dionisio Ocotepec, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0
197,"San Antonio de la Cal, Oaxaca",17.028333,-96.700556,municipio,"San Francisco Telixtlahuaca, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,16.0,0.0,16.0,49.0,0.0,49.0
198,"San Bartolo Coyotepec, Oaxaca",16.9575983,-96.7066199,municipio,"San Jacinto Amilpas, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,16.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,16.0,45.0
199,"San Bartolo Soyaltepec, Oaxaca",17.57706925,-97.31194366093106,municipio,"San José Tenango, Oax.",0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,115.0
200,"San Cristóbal Suchixtlahuaca, Oaxaca",17.7265261,-97.3666425,municipio,"San Juan Bautista Tuxtepec, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,58.0,71.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,13.0,95.0,108.0
201,"San Dionisio Ocotepec, Oaxaca",16.7975187,-96.3960971,municipio,"San Lorenzo Cacaotepec, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
202,"San Francisco Telixtlahuaca, Oaxaca",17.296628,-96.9056112,municipio,"San Pablo Etla, Oax.",0.0,0.0,0.0,29.0,0.0,29.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0
203,"San Jacinto Amilpas, Oaxaca",17.1011376,-96.7606784,municipio,"San Pablo Huitzo, Oax.",81.0,0.0,81.0,39.0,10.0,49.0,4.0,0.0,4.0,81.0,25.0,106.0,3.0,0.0,3.0,23.0,3.0,26.0,65.0,0.0,65.0,3.0,1.0,4.0,87.0,10.0,97.0,114.0,43.0,157.0,103.0,11.0,114.0,22.0,0.0,22.0,625.0,103.0,728.0
204,"San José Tenango, Oaxaca",18.15,-96.716667,municipio,"San Pedro Ixtlahuaca, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
205,"San Juan Bautista Tuxtepec, Oaxaca",18.0874632,-96.1227767,municipio,"San Pedro Mixtepec -Dto. 22 -, Oax.",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
206,"San Lorenzo Cacaotepec, Oaxaca",17.1278714,-96.8017692,municipio,"San Pedro Pochutla, Oax.",0.0,0.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,36.0
207,"San Miguel Tequixtepec, Oaxaca",17.801944,-97.340556,municipio,"San Pedro Tapanatepec, Oax.",16.0,6.0,22.0,58.0,70.0,128.0,15.0,37.0,52.0,10.0,17.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,8.0,8.0,3.0,1.0,4.0,9.0,1.0,10.0,1.0,16.0,17.0,9.0,0.0,9.0,121.0,162.0,283.0
208,"San Pablo Etla, Oaxaca",17.144444,-96.76,municipio,"San Pedro Totolápam, Oax.",6.0,0.0,6.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
209,"San Pablo Huitzo, Oaxaca",17.2777969,-96.8866692,municipio,"San Sebastián Tutla, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
210,"San Pedro Ixtlahuaca, Oaxaca",17.063056,-96.818056,municipio,"Santa Cruz Xoxocotlán, Oax.",1.0,0.0,1.0,14.0,0.0,14.0,3.0,0.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,103.0,0.0,103.0,33.0,0.0,33.0,145.0,1.0,146.0,98.0,70.0,168.0,77.0,0.0,77.0,148.0,20.0,168.0,31.0,0.0,31.0,659.0,91.0,750.0
211,"San Pedro Mixtepec -Dto. 22 -, Oaxaca",16.271111,-96.2825,municipio,"Santa Lucía del Camino, Oax.",1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,6.0
212,"San Pedro Pochutla, Oaxaca",15.744444,-96.465278,municipio,"Santa María Atzompa, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
213,"San Pedro Tapanatepec, Oaxaca",16.3689223,-94.1927528,municipio,"Santa María Coyotepec, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,9.0
214,"San Pedro Totolápam, Oaxaca",15.8659835,-97.0043148,municipio,"Santa María del Tule, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
215,"San Sebastián Tutla, Oaxaca",17.059722,-96.672222,municipio,"Santa María Huatulco, Oax.",27.0,0.0,27.0,34.0,46.0,80.0,8.0,0.0,8.0,0.0,0.0,0.0,26.0,10.0,36.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,56.0,163.0
216,"Santa Cruz Xoxocotlán, Oaxaca",17.026389,-96.733333,municipio,"Santa María Jalapa del Marqués, Oax.",22.0,114.0,136.0,0.0,167.0,167.0,0.0,182.0,182.0,0.0,144.0,144.0,0.0,22.0,22.0,0.0,1.0,1.0,0.0,46.0,46.0,0.0,111.0,111.0,0.0,181.0,181.0,0.0,159.0,159.0,0.0,116.0,116.0,0.0,0.0,0.0,22.0,1243.0,1265.0
217,"Santa Lucía del Camino, Oaxaca",17.0625,-96.693333,municipio,"Santa María Mixtequilla, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,37.0,37.0,0.0,37.0
218,"Santa María Atzompa, Oaxaca",17.1011053,-96.7777739,municipio,"Santa María Tonameca, Oax.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
219,"Santa María Coyotepec, Oaxaca",16.9716988,-96.71080424404754,municipio,"Santiago Juxtlahuaca, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
220,"Santa María del Tule, Oaxaca",17.0476822,-96.6334574,municipio,"Santiago Niltepec, Oax.",14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0
221,"Santa María Huatulco, Oaxaca",15.8337711,-96.3214401,municipio,"Santiago Pinotepa Nacional, Oax.",2.0,0.0,2.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0
222,"Santa María Jalapa del Marqués, Oaxaca",16.4403557,-95.4448148,municipio,"Santo Domingo Tehuantepec, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,32.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,55.0,55.0,6.0,94.0,100.0,42.0,180.0,222.0
223,"Santa María Mixtequilla, Oaxaca",16.374444,-95.259722,municipio,"Santo Domingo Yanhuitlán, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,9.0,0.0,9.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,44.0
224,"Santa María Tonameca, Oaxaca",15.745833,-96.547222,municipio,"Tlacolula de Matamoros, Oax.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,0.0,16.0,23.0,0.0,23.0,0.0,0.0,0.0,85.0,8.0,93.0,93.0,6.0,99.0,59.0,22.0,81.0,20.0,16.0,36.0,297.0,54.0,351.0
225,"Santiago Juxtlahuaca, Oaxaca",17.334443,-98.010574,municipio,"Trinidad Zaachila, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
226,"Santiago Niltepec, Oaxaca",16.5614134,-94.6131085,municipio,"Villa de Etla, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
227,"Santiago Pinotepa Nacional, Oaxaca",16.3406076,-98.0536701,municipio,"Villa de Tamazulápam del Progreso, Oax.",2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
228,"Santo Domingo Tehuantepec, Oaxaca",16.3172613,-95.2468005,municipio,"Villa de Tututepec, Oax.",0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,37.0
229,"Santo Domingo Yanhuitlán, Oaxaca",17.5273478,-97.3421502,municipio,"Villa de Zaachila, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,50.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,50.0,78.0
230,"Tlacolula de Matamoros, Oaxaca",16.9314623,-96.46110745930906,municipio,"Villa Tejúpam de la Unión, Oax.",0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
231,"Trinidad Zaachila, Oaxaca",16.921389,-96.765,municipio,"Puebla, Pue.",411.0,143.0,554.0,586.0,381.0,967.0,954.0,480.0,1434.0,494.0,203.0,697.0,172.0,84.0,256.0,7.0,4.0,11.0,1.0,11.0,12.0,69.0,507.0,576.0,45.0,59.0,104.0,29.0,71.0,100.0,149.0,137.0,286.0,38.0,34.0,72.0,2955.0,2114.0,5069.0
232,"Villa de Etla, Oaxaca",17.2057678,-96.7981939,municipio,"Colón, Qro.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0
233,"Villa de Tamazulápam del Progreso, Oaxaca",17.6748203,-97.5720083,municipio,"Querétaro, Qro.",0.0,0.0,0.0,32.0,0.0,32.0,29.0,0.0,29.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,90.0,234.0,0.0,234.0,90.0,0.0,90.0,0.0,0.0,0.0,354.0,0.0,354.0,40.0,1.0,41.0,870.0,1.0,871.0
234,"Villa de Tututepec, Oaxaca",16.1303062,-97.6080871,municipio,"San Juan del Río, Qro.",66.0,3.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,155.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,256.0,257.0,0.0,396.0,396.0,63.0,353.0,416.0,0.0,2.0,2.0,0.0,0.0,0.0,289.0,1014.0,1303.0
235,"Villa de Zaachila, Oaxaca",16.950833,-96.749167,municipio,"Bacalar, Q. Roo",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0
236,"Villa Tejúpam de la Unión, Oaxaca",17.6625,-97.470833,municipio,"Benito Juárez, Q. Roo",54.0,7.0,61.0,97.0,16.0,113.0,181.0,11.0,192.0,183.0,25.0,208.0,74.0,1.0,75.0,97.0,3.0,100.0,347.0,49.0,396.0,252.0,11.0,263.0,130.0,2.0,132.0,83.0,1.0,84.0,173.0,23.0,196.0,89.0,0.0,89.0,1760.0,149.0,1909.0
237,"Puebla, Puebla",18.833333,-98.0,municipio,"Cozumel, Q. Roo",0.0,0.0,0.0,15.0,0.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,24.0
238,"El Marqués, Querétaro",20.73507785,-100.28357653504231,municipio,"Isla Mujeres, Q. Roo",10.0,0.0,10.0,4.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,23.0,1.0,24.0
239,"Querétaro, Querétaro",20.5927744,-100.3902245,municipio,"Othón P. Blanco, Q. Roo",7.0,0.0,7.0,21.0,4.0,25.0,12.0,0.0,12.0,5.0,0.0,5.0,1.0,0.0,1.0,16.0,1.0,17.0,71.0,12.0,83.0,36.0,11.0,47.0,33.0,13.0,46.0,43.0,2.0,45.0,37.0,13.0,50.0,9.0,0.0,9.0,291.0,56.0,347.0
240,"San Juan del Río, Querétaro",20.3867547,-99.9931982,municipio,"Solidaridad, Q. Roo",0.0,0.0,0.0,12.0,2.0,14.0,6.0,0.0,6.0,6.0,2.0,8.0,1.0,3.0,4.0,0.0,3.0,3.0,46.0,14.0,60.0,0.0,19.0,19.0,4.0,9.0,13.0,5.0,15.0,20.0,8.0,1.0,9.0,0.0,10.0,10.0,88.0,78.0,166.0
241,"Bacalar, Quintana Roo",18.6782559,-88.3922556,municipio,"Tulum, Q. Roo",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0
242,"Benito Juárez, Quintana Roo",21.07668085,-86.92633521708406,municipio,"Cedral, SLP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0
243,"Cozumel, Quintana Roo",20.4320599,-86.92069058377268,municipio,"San Luis Potosí, SLP",242.0,0.0,242.0,308.0,0.0,308.0,377.0,0.0,377.0,216.0,0.0,216.0,11.0,0.0,11.0,0.0,126.0,126.0,61.0,0.0,61.0,293.0,0.0,293.0,467.0,0.0,467.0,367.0,0.0,367.0,441.0,0.0,441.0,1153.0,5.0,1158.0,3936.0,131.0,4067.0
244,"Isla Mujeres, Quintana Roo",21.2371906,-86.7350001,municipio,"Ahome, Sin.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0
245,"Othón P. Blanco, Quintana Roo",18.43704555,-88.82575815803347,municipio,"Angostura, Sin.",20.0,21.0,41.0,0.0,0.0,0.0,21.0,17.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,38.0,79.0
246,"Solidaridad, Quintana Roo",20.5843747,-87.50345268296755,municipio,"Culiacán, Sin.",2.0,0.0,2.0,4.0,0.0,4.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0
247,"Tulum, Quintana Roo",20.1692965,-87.44954812616734,municipio,"Guasave, Sin.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
248,"Cedral, San Luis Potosí",23.8205361,-100.7242892,municipio,"Mazatlán, Sin.",54.0,19.0,73.0,92.0,125.0,217.0,102.0,115.0,217.0,21.0,39.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,0.0,109.0,109.0,0.0,105.0,105.0,3.0,71.0,74.0,7.0,21.0,28.0,0.0,5.0,5.0,279.0,697.0,976.0
249,"San Luis Potosí, San Luis Potosí",22.5000001,-100.4949145,municipio,"Agua Prieta, Son.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,17.0,2.0,19.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.0,2.0,35.0
250,"Ahome, Sinaloa",25.9240491,-109.20583440830308,municipio,"Caborca, Son.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,131.0,241.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,131.0,282.0,413.0
251,"Angostura, Sinaloa",25.3657471,-108.16152,municipio,"Cajeme, Son.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,36.0,9.0,45.0,109.0,11.0,120.0,138.0,71.0,209.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,42.0,229.0,271.0,52.0,254.0,306.0,384.0,655.0,1039.0
252,"Culiacán, Sinaloa",24.7978965,-107.393395,municipio,"General Plutarco Elías Calles, Son.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,45.0,1.0,46.0,21.0,14.0,35.0,38.0,10.0,48.0,152.0,104.0,256.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,50.0,670.0,308.0,978.0,963.0,469.0,1432.0
253,"Guasave, Sinaloa",25.5738,-108.4674697,municipio,"Guaymas, Son.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,96.0,693.0,7.0,700.0,789.0,74.0,863.0
254,"Mazatlán, Sinaloa",23.2035785,-106.4208391,municipio,"Hermosillo, Son.",1384.0,363.0,1747.0,1351.0,365.0,1716.0,1653.0,49.0,1702.0,210.0,16.0,226.0,255.0,40.0,295.0,148.0,17.0,165.0,176.0,24.0,200.0,55.0,20.0,75.0,922.0,41.0,963.0,386.0,26.0,412.0,496.0,240.0,736.0,899.0,687.0,1586.0,7935.0,1888.0,9823.0
255,"Agua Prieta, Sonora",31.3330151,-109.5594265,municipio,"Huatabampo, Son.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041.0,1.0,1042.0,1041.0,1.0,1042.0
256,"Altar, Sonora",30.7170323,-111.8380038,municipio,"Imuris, Son.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0
257,"Caborca, Sonora",30.7166014,-112.1562598,municipio,"Navojoa, Son.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.0,1.0,638.0,196.0,0.0,196.0,833.0,1.0,834.0
258,"Cajeme, Sonora",27.71198065,-109.9022075359282,municipio,"Nogales, Son.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0,122.0,2317.0,263.0,2580.0,656.0,46.0,702.0,14.0,0.0,14.0,78.0,6.0,84.0,55.0,4.0,59.0,57.0,4.0,61.0,89.0,0.0,89.0,108.0,0.0,108.0,264.0,0.0,264.0,3639.0,445.0,4084.0
259,"General Plutarco Elías Calles, Sonora",31.6949837,-112.71174894524104,municipio,"Puerto Peñasco, Son.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
260,"Guaymas, Sonora",27.9216441,-110.8994059,municipio,"San Luis Río Colorado, Son.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,26.0,13.0,2.0,15.0,0.0,0.0,0.0,11.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,42.0,67.0
