description,geometry_str,tipo,name,descripcion_1,descripcion_2,descripcion_3,descripcion_4,descripcion_5,descripcion_6,descripcion_7,descripcion_8,descripcion_9,descripcion_10,descripcion_11,descripcion_12,descripcion_13
Descripción: Brindan atención y asesoría legal a personas migrantes <br>y refugiadas quienes han sido víctimas de algún delito <br>o violación de los derechos humanos.<br>Teléfono: 834 312 4565 y 834 312 4612<br>Horario: Lunes a viernes de 9:00 am a 3:00 pm,"c(-99.1623725, 23.7201899, 0)",Derechos Humanos,"Comisión de Derechos Humanos 
del Estado de Tamaulipas",Descripción: Brindan atención y asesoría legal a personas migrantes ,y refugiadas quienes han sido víctimas de algún delito ,o violación de los derechos humanos.,Teléfono: 834 312 4565 y 834 312 4612,Horario: Lunes a viernes de 9:00 am a 3:00 pm,,,,,,,,
"Descripción: Comisión Estatal de Derechos <br>Humanos | Delegación Reynosa<br>Teléfono: 899 922 4263, 899 922 4264, 899 922 4266, 899 <br>188 0040, Lada sin costo: 800 508 2999<br>Horario: Lunes a viernes 9:00 am a 5:00 pm","c(-98.2816639, 26.0938952, 0)",Derechos Humanos,C. Zaragoza 265,Descripción: Comisión Estatal de Derechos ,Humanos | Delegación Reynosa,"Teléfono: 899 922 4263, 899 922 4264, 899 922 4266, 899 ","188 0040, Lada sin costo: 800 508 2999",Horario: Lunes a viernes 9:00 am a 5:00 pm,,,,,,,,
"Secretaría del Trabajo Unidad regional Matamoros.
Programa: ""Bolsa de Trabajo"". Se requiere una
identificación y que cuenten con CURP.
Los servicios no tienen costo","c(-97.4820505, 25.8660563, 0)",Empleo,"Secretaría del Trabajo Unidad
regional Matamoros","Secretaría del Trabajo Unidad regional Matamoros.
Programa: ""Bolsa de Trabajo"". Se requiere una
identificación y que cuenten con CURP.
Los servicios no tienen costo",,,,,,,,,,,,
"Realizan labores de búsqueda y auxilio de personas 
migrantes y refugiadas extraviadas o en situaciones de 
riesgo. Brindan primeros auxilios e información.","c(-97.4988589, 25.8945137, 0)",Institución Pública,Grupo Beta Matamoros,"Realizan labores de búsqueda y auxilio de personas 
migrantes y refugiadas extraviadas o en situaciones de 
riesgo. Brindan primeros auxilios e información.",,,,,,,,,,,,
"Asistencia social: Traslados locales, alimentación, 
atención médica, llamadas telefónicas, uso de 
computadora con internet, atención psicológica, 
orientación geográfica, ropa y zapatos, gestiones ante 
consulados, gestión de documentos de identidad, 
doble nacionalidad, cita y llenado de formatos para 
trámite de pasaporte americanos, canalización laboral, 
impresión de documentos, localización de personas, 
canalización a albergues, asesoría jurídica, ventanilla 
única de atención a migrante extranjeros OIM. Todos 
los servicios son gratuitos.","c(-99.5021586, 27.4971533, 0)",Institución Pública,"Instituto Tamaulipeco 
para los migrantes","Asistencia social: Traslados locales, alimentación, 
atención médica, llamadas telefónicas, uso de 
computadora con internet, atención psicológica, 
orientación geográfica, ropa y zapatos, gestiones ante 
consulados, gestión de documentos de identidad, 
doble nacionalidad, cita y llenado de formatos para 
trámite de pasaporte americanos, canalización laboral, 
impresión de documentos, localización de personas, 
canalización a albergues, asesoría jurídica, ventanilla 
única de atención a migrante extranjeros OIM. Todos 
los servicios son gratuitos.",,,,,,,,,,,,
"Tramites de regularización migratoria, renovación 
FMM.","c(-99.5079887, 27.4982311, 0)",Institución Pública,INM Delegación Tamaulipas,"Tramites de regularización migratoria, renovación 
FMM.",,,,,,,,,,,,
Descrición: <br>Teléfono: 868 813 4417<br>Horario: 24 Horas,"c(-97.5050314, 25.8855774, 0)",Justicia,"Procuraduría General de la 
República, agencia orientadora 
Matamoros",Descrición: ,Teléfono: 868 813 4417,Horario: 24 Horas,,,,,,,,,,
Descrición: Brindan asistencia legal a las personas sujetas de un <br>proceso penal en territorio mexicano.<br>Teléfono: 68 811 04 40 Ext. 1363<br>Horario: 24 Horas,"c(-97.5068808, 25.8495022, 0)",Justicia,"Instituto Federal de la 
Defensoría Pública (IFDP)",Descrición: Brindan asistencia legal a las personas sujetas de un ,proceso penal en territorio mexicano.,Teléfono: 68 811 04 40 Ext. 1363,Horario: 24 Horas,,,,,,,,,
Descrición: Asesoría legal para personas migrantes y refugiadas<br>Teléfono: 867 713 2721<br>Horario: 24 Horas,"c(-99.5116817, 27.4549197, 0)",Justicia,"Fiscalía General de la 
República, Agencia orientadora 
Nuevo Laredo",Descrición: Asesoría legal para personas migrantes y refugiadas,Teléfono: 867 713 2721,Horario: 24 Horas,,,,,,,,,,
Descrición: Brindan asistencia legal a las personas sujetas de un <br>proceso penal en territorio mexicano<br>Teléfono: 867 714 02 53 y Cel. 444 191 8280<br>Horario: 24 Horas,"c(-99.5065425, 27.4847012, 0)",Justicia,"Instituto Federal de 
Defensoría Pública (IFDP)",Descrición: Brindan asistencia legal a las personas sujetas de un ,proceso penal en territorio mexicano,Teléfono: 867 714 02 53 y Cel. 444 191 8280,Horario: 24 Horas,,,,,,,,,
"Descrición: Brindan atención a la niñez migrante y refugiada que <br>son víctimas de algún delito, resguardan la seguridad <br>de dichos menores y brindan asistencia para <br>repatriación voluntaria, si es el caso<br>Teléfono: 834 172 4605 y 834 318 3451<br>Horario: 24 Horas","c(-99.1740392, 23.7125289, 0)",Justicia,"Procuraduría Federal de 
protección de niñas, niños y 
adolescentes",Descrición: Brindan atención a la niñez migrante y refugiada que ,"son víctimas de algún delito, resguardan la seguridad ",de dichos menores y brindan asistencia para ,"repatriación voluntaria, si es el caso",Teléfono: 834 172 4605 y 834 318 3451,Horario: 24 Horas,,,,,,,
"Descrición: Brindan asistencia legal a las personas sujetas de un <br>proceso penal en territorio mexicano<br>Teléfono: 834 107 8193<br>Horario: Horario de oficina 9am -3pm <br> (o a disposición del fiscal, no hay horarios)<br>ver la pag del edo de tamaulipas para tener los tels de <br>las coord regionales","c(-99.1357221, 23.7284281, 0)",Justicia,"Instituto Federal de la 
Defensoría Pública (IFDP)",Descrición: Brindan asistencia legal a las personas sujetas de un ,proceso penal en territorio mexicano,Teléfono: 834 107 8193,Horario: Horario de oficina 9am -3pm ," (o a disposición del fiscal, no hay horarios)",ver la pag del edo de tamaulipas para tener los tels de ,las coord regionales,,,,,,
Descrición: Asistencia legal para personas refugiadas y migrantes.<br>Teléfono: 834 313 1823<br>Horario: 24 Horas,"c(-99.1640067, 23.7724239, 0)",Justicia,"Fiscalía General de la 
República, Subdelegación Cd. 
Victoria",Descrición: Asistencia legal para personas refugiadas y migrantes.,Teléfono: 834 313 1823,Horario: 24 Horas,,,,,,,,,,
Descrición: Atención a cualquier persona víctima de algún delito<br>Teléfono: 834 318 5118 y por internet. <br>https://www.gob.mx/fgr<br>Horario: Realizar denuncia. 24hrs del día Asistencia teléfonica. <br>9:00am-6pm,"c(-99.1141987, 23.7636866, 0)",Justicia,"Fiscalía General del Estado 
de Tamaulipas",Descrición: Atención a cualquier persona víctima de algún delito,Teléfono: 834 318 5118 y por internet. ,https://www.gob.mx/fgr,Horario: Realizar denuncia. 24hrs del día Asistencia teléfonica. ,9:00am-6pm,,,,,,,,
Descrición: Brindan asistencia legal a las personas sujetas de un <br>proceso penal en territorio mexicano<br>Teléfono: 868 811 04 40 Ext. 1363 Cel. 867 129 1603<br>Horario: 24 Horas,"c(-97.8482993, 22.2684581, 0)",Justicia,"Instituto Federal de 
Defensoría Pública (IFDP)",Descrición: Brindan asistencia legal a las personas sujetas de un ,proceso penal en territorio mexicano,Teléfono: 868 811 04 40 Ext. 1363 Cel. 867 129 1603,Horario: 24 Horas,,,,,,,,,
Descrición: <br>Teléfono: <br>Horario: ,"c(-98.3540947, 26.0616214, 0)",Justicia,Fiscalia General de la Republica-Reynosa,Descrición: ,Teléfono: ,Horario: ,,,,,,,,,,
Descripción: Brindan atención psicológica<br>Teléfono: 834 110 1621<br>Horario: Lunes a viernes de 9:00 am a 6:00 pm,"c(-99.1462292, 23.7431721, 0)",Mujeres,Instituto de la Mujer Tamaulipeca,Descripción: Brindan atención psicológica,Teléfono: 834 110 1621,Horario: Lunes a viernes de 9:00 am a 6:00 pm,,,,,,,,,,
"Descripción: Servicios de albergue, atención médica, psicológica,<br>jurídica y traslado a su lugar de origen a niños, niñas y<br>adolescentes migrantes y refugiados repatriados no<br>acompañados en 3 municipios (Nuevo Laredo,<br>Matamoros y Reynosa).<br>Edad 13 - 17 años<br>Teléfono: 867 712 6976 <br>https://www.facebook.com/camefn.difnuevolaredo/<br>Correo: camefdifnld@outlook.com<br>Horario: Lunes a viernes de 10:00 am - 6:00 pm","c(-99.5015561, 27.4856801, 0)",Niñez y juventud,"CAMEF- Centro de Atención
Infantil ","Descripción: Servicios de albergue, atención médica, psicológica,","jurídica y traslado a su lugar de origen a niños, niñas y",adolescentes migrantes y refugiados repatriados no,"acompañados en 3 municipios (Nuevo Laredo,",Matamoros y Reynosa).,Edad 13 - 17 años,Teléfono: 867 712 6976 ,https://www.facebook.com/camefn.difnuevolaredo/,Correo: camefdifnld@outlook.com,Horario: Lunes a viernes de 10:00 am - 6:00 pm,,,
Descripción: Atención presencial<br>Teléfono: 834 318 5300<br>Horario: 24 horas,"c(-99.1374866, 23.7483604, 0)",Salud,"Hospital General Cd. Victoria ""Dr. Norberto Treviño Zapata""",Descripción: Atención presencial,Teléfono: 834 318 5300,Horario: 24 horas,,,,,,,,,,
Descripción: Atención presencial en caso de urgencias<br>Teléfono: 899 926 3102 y 899 926 3104<br>Horario: 24 horas,"c(-98.2969543, 26.0553867, 0)",Salud,Hospital General Reynosa,Descripción: Atención presencial en caso de urgencias,Teléfono: 899 926 3102 y 899 926 3104,Horario: 24 horas,,,,,,,,,,
"Descripción: Brindan atención médica gratuita y medicamentos a la<br>población migrante y refugiada que lo necesite.<br>Además, cuentan con el programa de restablecimiento<br>familiar que consiste en brindar servicios telefónicos<br>gratuitos para que las personas migrantes y refugiadas<br>se pongan en contacto con sus familiares que se<br>encuentran en otro país o en otras ciudades de México.<br>Teléfono: 899 922 6250<br>Horario: Lunes y viernes 4:00 a 6:00pm","c(-98.2882951, 26.0973078, 0)",Salud,"Cruz Roja Reynosa (Casa del
Migrante Nuestra Señora de
Guadalupe)",Descripción: Brindan atención médica gratuita y medicamentos a la,población migrante y refugiada que lo necesite.,"Además, cuentan con el programa de restablecimiento",familiar que consiste en brindar servicios telefónicos,gratuitos para que las personas migrantes y refugiadas,se pongan en contacto con sus familiares que se,encuentran en otro país o en otras ciudades de México.,Teléfono: 899 922 6250,Horario: Lunes y viernes 4:00 a 6:00pm,,,,
"Descripción: Brindan atención médica gratuita y medicamentos a la<br>población migrante y refugiada que lo necesite.<br>Además, cuentan con el programa de restablecimiento<br>familiar que consiste en brindar servicios telefónicos<br>gratuitos para que las personas migrantes y refugiadas<br>se pongan en contacto con sus familiares que se<br>encuentran en otro país o en otras ciudades de México<br>Teléfono: 899 922 6250 <br>Horario: Martes y jueves de 4:00pm a 6:00pm","c(-98.2845747, 26.0999829, 0)",Salud,"Cruz Roja Reynosa
(Albergue Senda de Vida)",Descripción: Brindan atención médica gratuita y medicamentos a la,población migrante y refugiada que lo necesite.,"Además, cuentan con el programa de restablecimiento",familiar que consiste en brindar servicios telefónicos,gratuitos para que las personas migrantes y refugiadas,se pongan en contacto con sus familiares que se,encuentran en otro país o en otras ciudades de México,Teléfono: 899 922 6250 ,Horario: Martes y jueves de 4:00pm a 6:00pm,,,,
"Descripción: Brindan atención médica gratuita y medicamentos a la<br>población migrante y refugiada que lo necesite.<br>Además, cuentan con el programa de restablecimiento<br>familiar que consiste en brindar servicios telefónicos<br>gratuitos para que las personas migrantes y refugiadas<br>se pongan en contacto con sus familiares que se<br>encuentran en otro país o en otras ciudades de México<br>Teléfono: 899 922 6250<br>Horario: Miércoles 4:00pm a 6:00pm ","c(-98.2727084, 26.0926183, 0)",Salud,"Cruz Roja Reynosa
(Plaza de las Américas)",Descripción: Brindan atención médica gratuita y medicamentos a la,población migrante y refugiada que lo necesite.,"Además, cuentan con el programa de restablecimiento",familiar que consiste en brindar servicios telefónicos,gratuitos para que las personas migrantes y refugiadas,se pongan en contacto con sus familiares que se,encuentran en otro país o en otras ciudades de México,Teléfono: 899 922 6250,Horario: Miércoles 4:00pm a 6:00pm ,,,,
Asistencia humanitaria y de alojamiento a personas migrantes y que buscan protección en<br>México. <br><br>Camino a Raymundo Enríquez s/n.,"c(-92.307416, 14.8766423, 0)",Albergue / Alimentación,Albergue Jesús El Buen Pastor,Asistencia humanitaria y de alojamiento a personas migrantes y que buscan protección en,México. ,,Camino a Raymundo Enríquez s/n.,,,,,,,,,
"Asistencia humanitaria y de alojamiento a personas migrantes y que buscan protección en<br>México.<br><br>Avenida Hidalgo No. 2, Col. San Antonio Cahoacán.<br><br>Tel. 962 6254 812 / 962 6206 176 <br><br>Lunes a domingo, 8:00 - 20:00 hrs.<br><br>Ruta Venustiano Carranza","c(-92.2442253, 14.8873021, 0)",Albergue / Alimentación,Albergue Belén,Asistencia humanitaria y de alojamiento a personas migrantes y que buscan protección en,México.,,"Avenida Hidalgo No. 2, Col. San Antonio Cahoacán.",,Tel. 962 6254 812 / 962 6206 176 ,,"Lunes a domingo, 8:00 - 20:00 hrs.",,Ruta Venustiano Carranza,,,
"Asistencia humanitaria y alojamiento para personas solicitantes de la condición de refugiado.<br>Carretera Tapachula-Puerto Madero, Km. 12+500 (a un costado de la Universidad del Sudeste UDS) <br><br>Rutas Tapachula-Puerto Madero y Tapachula-Ejido Morelos","c(-92.3321935, 14.8287644, 0)",Albergue / Alimentación,Hospitalidad y Solidaridad ,Asistencia humanitaria y alojamiento para personas solicitantes de la condición de refugiado.,"Carretera Tapachula-Puerto Madero, Km. 12+500 (a un costado de la Universidad del Sudeste UDS) ",,Rutas Tapachula-Puerto Madero y Tapachula-Ejido Morelos,,,,,,,,,
"Oficinas administrativas del sector salud.<br><br>Carretera Antiguo Aeropuerto, Col. Los Cerritos.<br><br>Tel. 962 6286 886 <br><br>Lunes a viernes, 8:00 - 20:00 hrs.<br><br>Ruta COBACH, Solidaridad 2000","c(-92.290459, 14.8865467, 0)",Atencion a violencia sexual,Distrito Sanitario VII,Oficinas administrativas del sector salud.,,"Carretera Antiguo Aeropuerto, Col. Los Cerritos.",,Tel. 962 6286 886 ,,"Lunes a viernes, 8:00 - 20:00 hrs.",,"Ruta COBACH, Solidaridad 2000",,,,
"Atiende y apoya a quienes hayan sido víctimas de un delito federal o de una violación a sus derechos humanos.	<br><br>2da Avenida Norte No. 1, entre Central y 1ª Poniente, Col. Centro.<br><br>Tel 962 6428 691","c(-92.2641152, 14.907242, 0)",Atencion a violencia sexual,Comisión Ejecutiva de Atención a Vícticas (CEAV),Atiende y apoya a quienes hayan sido víctimas de un delito federal o de una violación a sus derechos humanos.	,,"2da Avenida Norte No. 1, entre Central y 1ª Poniente, Col. Centro.",,Tel 962 6428 691,,,,,,,,
Apoyo en materia de seguridad y protección a personas que por su género han sufrido agresiones de cualquier tipo.<br><br>Central norte S/N entre 19a y 21a privada (Módulo Color morado)<br><br>Atención presencial: lunes a sábado de 08:00 a 16:00. Urgencias 24 horas.<br>911 / 962 626 2803 ,"c(-92.2581316, 14.9156664, 0)",Atencion a violencia sexual,Policía Violeta (Módulo de atención inmediata),Apoyo en materia de seguridad y protección a personas que por su género han sufrido agresiones de cualquier tipo.,,Central norte S/N entre 19a y 21a privada (Módulo Color morado),,Atención presencial: lunes a sábado de 08:00 a 16:00. Urgencias 24 horas.,911 / 962 626 2803 ,,,,,,,
"Brinda protección, atención integral y especializada a las mujeres víctimas de violencia, sus hijas e hijos, en situación de riesgo.<br><br>Tel. 962 6283 759<br><br>Avenida Niños Heroes Mz. 15 Lt. 35, Fracc. la Antorcha Tercera Etapa.","c(-92.2921514, 14.8895209, 0)",Atencion a violencia sexual,Por la Superación de la Mujer A.C.,"Brinda protección, atención integral y especializada a las mujeres víctimas de violencia, sus hijas e hijos, en situación de riesgo.",,Tel. 962 6283 759,,"Avenida Niños Heroes Mz. 15 Lt. 35, Fracc. la Antorcha Tercera Etapa.",,,,,,,,
"Atención a ciudadanos salvadoreños.<br><br>Avenida Central Norte s/n entre 37ª y 39ª Poniente, Col. 5 de Febrero.<br><br>Tel. 962 1181 361<br><br>Lunes a viernes, 9:00 - 17:00 hrs.","c(-92.2539158, 14.9249838, 0)",Consulados,Consulado General de El Salvador,Atención a ciudadanos salvadoreños.,,"Avenida Central Norte s/n entre 37ª y 39ª Poniente, Col. 5 de Febrero.",,Tel. 962 1181 361,,"Lunes a viernes, 9:00 - 17:00 hrs.",,,,,,
"Atención a ciudadanos ecuatorianos.<br><br>8ª Avenida Norte esquina 29ª Poniente No.9, Col. 5 de Febrero.<br><br>Tel. 962 1181 532<br><br>Lunes a viernes, 9:00 - 17:00 hrs.","c(-92.2597313, 14.9217648, 0)",Consulados,Consulado de Ecuador,Atención a ciudadanos ecuatorianos.,,"8ª Avenida Norte esquina 29ª Poniente No.9, Col. 5 de Febrero.",,Tel. 962 1181 532,,"Lunes a viernes, 9:00 - 17:00 hrs.",,,,,,
"Atención a ciudadanos hondureños<br><br>2ª Poniente entre Central Sur y 2ª Avenida Sur.<br><br>Tel. 962 6428 150 / 962 6428 111<br><br>Lunes a viernes, 9:00 - 16:00 hrs.","c(-92.2646867, 14.9057185, 0)",Consulados,Consulado de Honduras,Atención a ciudadanos hondureños,,2ª Poniente entre Central Sur y 2ª Avenida Sur.,,Tel. 962 6428 150 / 962 6428 111,,"Lunes a viernes, 9:00 - 16:00 hrs.",,,,,,
"Atención a ciudadanos guatemaltecos.<br><br>5ª Avenida Norte No.67 entre 11ª y 13ª Calle Oriente, Col. Centro.<br><br>Tel. 962 6261 252<br><br>Lunes a viernes, 9:00 - 14:00 y 15:30 -17:30 hrs.","c(-92.257432, 14.9105957, 0)",Consulados,Consulado de Guatemala,Atención a ciudadanos guatemaltecos.,,"5ª Avenida Norte No.67 entre 11ª y 13ª Calle Oriente, Col. Centro.",,Tel. 962 6261 252,,"Lunes a viernes, 9:00 - 14:00 y 15:30 -17:30 hrs.",,,,,,
"Atención a ciudadanos nicaragüenses.<br><br>Calle del Zorro No. 1B, Col. Boulevard del Bosque.<br><br>Tel. 962 6286 458 / 962 1 181 427<br><br>Lunes a viernes, 9:00 - 17:00 hrs.","c(-92.2470549, 14.9019174, 0)",Consulados,Consulado de Nicaragua,Atención a ciudadanos nicaragüenses.,,"Calle del Zorro No. 1B, Col. Boulevard del Bosque.",,Tel. 962 6286 458 / 962 1 181 427,,"Lunes a viernes, 9:00 - 17:00 hrs.",,,,,,
Actividades recreativas al aire libre.<br><br>Calle Santa Ofelia No.228 (cerca de la parada del Tapachulteco).<br><br>Ruta Tapachulteco y Solidaridad por cuarta/Cafetales<br><br>Basquetbol: martes y jueves de 18:00 a 20:00 hrs.,"c(-92.3061664, 14.8723977, 0)",Deporte y cultura,Parque de la Col. Cafetales,Actividades recreativas al aire libre.,,Calle Santa Ofelia No.228 (cerca de la parada del Tapachulteco).,,Ruta Tapachulteco y Solidaridad por cuarta/Cafetales,,Basquetbol: martes y jueves de 18:00 a 20:00 hrs.,,,,,,
"Actividades recreativas al aire libre.<br><br>Carretera Antiguo Aeropuerto, frente al Planetario<br><br>Ruta Solidaridad por cuarta, COBACH, Libertad-El Carmen","c(-92.2932921, 14.8862758, 0)",Deporte y cultura,"Parque Recreativo ""Los Cerritos""",Actividades recreativas al aire libre.,,"Carretera Antiguo Aeropuerto, frente al Planetario",,"Ruta Solidaridad por cuarta, COBACH, Libertad-El Carmen",,,,,,,,
"Espacio para practicar deportes al aire libre, fútbol y correr.<br><br>3ª Avenida Sur s/n, Ejido Raymundo Enríquez.<br>Ruta Raymundo Enriquez<br><br>Futbol soccer: martes a viernes de 17:00 a 19:00 hrs.","c(-92.3153599, 14.8641225, 0)",Deporte y cultura,Cancha Raymundo Enríquez,"Espacio para practicar deportes al aire libre, fútbol y correr.",,"3ª Avenida Sur s/n, Ejido Raymundo Enríquez.",Ruta Raymundo Enriquez,,Futbol soccer: martes a viernes de 17:00 a 19:00 hrs.,,,,,,,
"Actividades recreativas al aire libre.<br><br>Calle Tapachula, Col. Xochimilco (cerca de la Colonia 5 de Febrero).<br><br>Ruta Xochimilco<br><br>Basquetbol: miércoles y viernes de 17:00 a 19:00 hrs.","c(-92.257494, 14.9383987, 0)",Deporte y cultura,Parque de la Col. El Rinconcito,Actividades recreativas al aire libre.,,"Calle Tapachula, Col. Xochimilco (cerca de la Colonia 5 de Febrero).",,Ruta Xochimilco,,Basquetbol: miércoles y viernes de 17:00 a 19:00 hrs.,,,,,,
"Actividades recreativas al aire libre.<br><br>Calle Perla del Soconusco, Col. Santa Clara (ubicado a un costado del Oxxo).<br><br>Ruta Tapachulteco Ruta Los Palacios","c(-92.2515164, 14.8796847, 0)",Deporte y cultura,Parque de la Col. Santa Clara,Actividades recreativas al aire libre.,,"Calle Perla del Soconusco, Col. Santa Clara (ubicado a un costado del Oxxo).",,Ruta Tapachulteco Ruta Los Palacios,,,,,,,,
"Atención a personas jóvenes: capacitaciones tecnológicas, psicológicas, actividades deportivas como box, karate, futbol.<br><br>9ª Norte esquina 9ª Poniente, Col. Centro (Centro de Convivencias).","c(-92.2559302, 14.9084136, 0)",Deporte y cultura,Territorio Joven,"Atención a personas jóvenes: capacitaciones tecnológicas, psicológicas, actividades deportivas como box, karate, futbol.",,"9ª Norte esquina 9ª Poniente, Col. Centro (Centro de Convivencias).",,,,,,,,,,
"Seguimiento a delitos cometidos poro en contra de personas migrantes.<br><br>Tel. 962 6267 633<br><br>Boulevard Díaz Ordáz No.9, Col. Lomas de Sayula.","c(-92.2489115, 14.9097245, 0)",Institución Pública,Fiscalía Especializada en Delitos Cometidos en Contra de Inmigrantes,Seguimiento a delitos cometidos poro en contra de personas migrantes.,,Tel. 962 6267 633,,"Boulevard Díaz Ordáz No.9, Col. Lomas de Sayula.",,,,,,,,
"Defensa pública en materia penal y el acceso a la justicia mediante la orientación, asesoría y representación jurídica en materia administrativa, fiscal, civil y de causas penales.<br><br>Tel. 962 6252 318<br><br>Libramiento Sur Oriente, a 450 metros de la carretera a Cantón Murillo, Huerto Santa Isabel.","c(-92.2660692, 14.8564243, 0)",Institución Pública,Instituto Federal de la Defensoría Pública (IFDP),"Defensa pública en materia penal y el acceso a la justicia mediante la orientación, asesoría y representación jurídica en materia administrativa, fiscal, civil y de causas penales.",,Tel. 962 6252 318,,"Libramiento Sur Oriente, a 450 metros de la carretera a Cantón Murillo, Huerto Santa Isabel.",,,,,,,,
"Oficina encargada de recibir, analizar y decidirsobre las solicitudes de la condición de refugiado.<br><br>Tel. 962 6425 318 / 962 6425 319<br><br>8ª Avenida Sur esquina 4ª Poniente, Col. Centro.","c(-92.2682518, 14.9060677, 0)",Institución Pública,COMAR Comisión Mexicana de Ayuda a Refugiados,"Oficina encargada de recibir, analizar y decidirsobre las solicitudes de la condición de refugiado.",,Tel. 962 6425 318 / 962 6425 319,,"8ª Avenida Sur esquina 4ª Poniente, Col. Centro.",,,,,,,,
2a Avenida Sur entre 18 y 20 Poniente. Col. San Sebastián ,"c(-92.2696634, 14.8980976, 0)",Institución Pública,COMAR Comisión Mexicana de Ayuda a los Refugiados,2a Avenida Sur entre 18 y 20 Poniente. Col. San Sebastián ,,,,,,,,,,,,
"Espacio para realizar trámites migratorios, como la Tarjeta de visitante por razones humanitarias.<br><br>Vialidad No. 435, Col. Las Vegas.","c(-92.2808912, 14.8932915, 0)",Institución Pública,Oficina de Regularización Migratoria del Instituto Nacional de Migración ,"Espacio para realizar trámites migratorios, como la Tarjeta de visitante por razones humanitarias.",,"Vialidad No. 435, Col. Las Vegas.",,,,,,,,,,
"Facilita la vinculación entre ofertas y demandas deempleo, orienta a los buscadores de empleo.<br><br>17 calle Oriente No.11, Col. Cedros de Erika (1er piso del edificio de la Secretaría de Economía<br>y del Trabajo).<br><br>Tel. 962 6260 576","c(-92.2452075, 14.9002172, 0)",Institución Pública,Servicio Nacional del Empleo,"Facilita la vinculación entre ofertas y demandas deempleo, orienta a los buscadores de empleo.",,"17 calle Oriente No.11, Col. Cedros de Erika (1er piso del edificio de la Secretaría de Economía",y del Trabajo).,,Tel. 962 6260 576,,,,,,,
"Instalación especial para personas migrantes detenidas por no contar con un estatus<br>regular en el país.<br><br>Carretera Tapachula - Nueva Alemania Km 1.5, Col. 5 de Febrero.<br><br>Lunes a domingo, 9:00 - 18:00 hrs.","c(-92.2521342, 14.9462863, 0)",Institución Pública,Estación Migratoria Siglo XXI (INM),Instalación especial para personas migrantes detenidas por no contar con un estatus,regular en el país.,,"Carretera Tapachula - Nueva Alemania Km 1.5, Col. 5 de Febrero.",,"Lunes a domingo, 9:00 - 18:00 hrs.",,,,,,,
"Institución encargada de defensa, promoción, estudio y divulgación de los derechos humanos<br>reconocidos en la Constitución Mexicana, los tratados internacionales y las leyes.<br><br>15ª Oriente No. 20, entre 3ª y 5ª Avenida Norte, Col. Centro.<br><br>Tel. 962 6201 466<br><br>Lunes a viernes, 9:00 - 14:30 y 17:00 - 19:00 hrs.<br><br>Ruta Lomas del Soconusco","c(-92.2572505, 14.9123125, 0)",Institución Pública,Comisión Nacional de los Derechos Humanos Oficina Foránea,"Institución encargada de defensa, promoción, estudio y divulgación de los derechos humanos","reconocidos en la Constitución Mexicana, los tratados internacionales y las leyes.",,"15ª Oriente No. 20, entre 3ª y 5ª Avenida Norte, Col. Centro.",,Tel. 962 6201 466,,"Lunes a viernes, 9:00 - 14:30 y 17:00 - 19:00 hrs.",,Ruta Lomas del Soconusco,,,
"Protección, defensa, observancia, promoción, estudio, divulgación de los derechos<br>humanos y recepción de quejas.<br><br>2a Poniente No. 20 entre 2a y 4a Sur, Col. Centro.<br><br>Tel. 962 6261 041<br><br>Lunes a viernes, 8:30 - 16:00 hrs.<br><br>Ruta Bonanza por 3era./FOVISSTE","c(-92.2657815, 14.9063005, 0)",Institución Pública,CEDH Comision Estatal de los Derechos Humanos Chiapas,"Protección, defensa, observancia, promoción, estudio, divulgación de los derechos",humanos y recepción de quejas.,,"2a Poniente No. 20 entre 2a y 4a Sur, Col. Centro.",,Tel. 962 6261 041,,"Lunes a viernes, 8:30 - 16:00 hrs.",,Ruta Bonanza por 3era./FOVISSTE,,,
"Proporciona orientación social y asistencia jurídica a niñas, niños y adolescentes. <br><br>Tel. 962 6281 382<br><br>Carretera a Puerto Madero Km 3.5 esquina con Ayuntamiento, Col. Joaquín del Pino. ","c(-92.2825318, 14.8810032, 0)",Niñez y juventud,"Procuraduría de los Derechos de Niñas, Niños y Adolescentes","Proporciona orientación social y asistencia jurídica a niñas, niños y adolescentes. ",,Tel. 962 6281 382,,"Carretera a Puerto Madero Km 3.5 esquina con Ayuntamiento, Col. Joaquín del Pino. ",,,,,,,,
"Servicios de alimentación, atención psicológica, educación, asesoría legal y restitución de sus derechos humanos a niñas niños y adolescentes migrantes de cero a diecisiete años once meses de edad.<br><br>Tel. 962 1180 949<br><br>5ª Privada Sur esquina 4ª Oriente, Col. Centro.","c(-92.2622439, 14.9024114, 0)",Niñez y juventud,"Centro de Día: Centro de Atención a Niños, Niñas y Jóvenes Migrantes","Servicios de alimentación, atención psicológica, educación, asesoría legal y restitución de sus derechos humanos a niñas niños y adolescentes migrantes de cero a diecisiete años once meses de edad.",,Tel. 962 1180 949,,"5ª Privada Sur esquina 4ª Oriente, Col. Centro.",,,,,,,,
